0,006
0,001
0,001
0,002
0,003
0,003
0,062
0,052
0,052
0,051
0,051
0,051
0,051
0,052
0,051
0,052
0,057
0,070
0,079
0,072
0,109
0,089
0,083
0,089
0,075
0,098
0,104
0,106
0,078
0,096
0,103
0,073
0,052
0,053
0,052
0,051
0,051
0,052
0,051
0,052
0,056
0,104
0,100
0,096
0,103
0,103
0,101
0,101
0,100
0,102
0,103
0,110
0,089
0,057
0,058
0,052
0,052
0,051
0,051
0,052
0,051
0,087
0,102
0,108
0,100
0,101
0,093
0,102
0,102
0,103
0,101
0,105
0,089
0,052
0,051
0,052
0,052
0,052
0,051
0,051
0,085
0,102
0,091
0,083
0,096
0,103
0,101
0,102
0,102
0,102
0,101
0,101
0,052
0,051
0,052
0,052
0,052
0,051
0,052
0,051
0,087
0,101
0,087
0,101
0,102
0,105
0,105
0,103
0,102
0,100
0,102
0,092
0,053
0,051
0,051
0,051
0,051
0,089
0,079
0,102
0,099
0,100
0,093
0,101
0,101
0,086
0,100
0,098
0,077
0,073
0,052
0,082
0,098
0,102
0,102
0,104
0,092
0,102
0,099
0,099
0,102
0,093
0,087
0,052
0,050
0,052
0,051
0,051
0,051
0,051
0,052
0,052
0,098
0,100
0,097
0,104
0,103
0,102
0,096
0,104
0,103
0,089
0,103
0,055
0,051
0,051
0,052
0,051
0,051
0,051
0,052
0,087
0,104
0,094
0,101
0,099
0,099
0,102
0,101
0,100
0,091
0,103
0,074
0,052
0,052
0,051
0,052
0,051
0,052
0,052
0,073
0,101
0,099
0,102
0,103
0,090
0,102
0,103
0,100
0,104
0,091
0,081
0,051
0,051
0,051
0,052
0,051
0,052
0,052
0,072
0,088
0,092
0,078
0,102
0,100
0,093
0,099
0,100
0,102
0,099
0,090
0,051
0,051
0,051
0,050
0,050
0,050
0,050
0,051
0,065
0,100
0,099
0,099
0,095
0,100
0,101
0,087
0,104
0,087
0,095
0,097
0,051
0,051
0,051
0,052
0,051
0,051
0,051
0,052
0,086
0,100
0,087
0,102
0,080
0,103
0,092
0,090
0,100
0,103
0,101
0,067
0,052
0,051
0,053
0,051
0,052
0,051
0,052
0,078
0,100
0,098
0,098
0,101
0,104
0,102
0,102
0,101
0,091
0,094
0,056
0,050
0,052
0,052
0,051
0,051
0,050
0,051
0,074
0,084
0,100
0,100
0,087
0,104
0,103
0,101
0,102
0,096
0,100
0,056
0,051
0,051
0,052
0,051
0,051
0,052
0,062
0,103
0,104
0,098
0,103
0,103
0,099
0,094
0,087
0,101
0,081
0,070
0,052
0,051
0,052
0,051
0,052
0,051
0,052
0,082
0,101
0,106
0,096
0,102
0,086
0,094
0,092
0,103
0,100
0,095
0,052
0,052
0,051
0,051
0,051
0,052
0,052
0,078
0,102
0,089
0,102
0,096
0,103
0,101
0,103
0,097
0,096
0,087
0,047
0,046
0,046
0,046
0,046
0,046
0,047
0,046
0,048
0,091
0,093
0,086
0,090
0,091
0,092
0,096
0,094
0,087
0,094
0,095
0,048
0,048
0,047
0,048
0,048
0,047
0,047
0,048
0,073
0,089
0,090
0,094
0,095
0,088
0,080
0,091
0,095
0,097
0,094
0,086
0,047
0,046
0,046
0,047
0,047
0,047
0,046
0,049
0,095
0,086
0,098
0,091
0,096
0,095
0,096
0,076
0,089
0,098
0,082
0,048
0,085
0,094
0,093
0,090
0,090
0,089
0,095
0,096
0,086
0,091
0,091
0,048
0,046
0,046
0,047
0,047
0,047
0,046
0,048
0,078
0,090
0,090
0,095
0,089
0,091
0,090
0,095
0,091
0,093
0,092
0,049
0,047
0,047
0,049
0,047
0,048
0,048
0,048
0,103
0,096
0,071
0,096
0,074
0,078
0,083
0,087
0,089
0,086
0,082
0,080
0,047
0,048
0,047
0,048
0,047
0,047
0,048
0,074
0,091
0,098
0,094
0,094
0,093
0,087
0,094
0,092
0,096
0,070
0,047
0,048
0,047
0,048
0,048
0,047
0,049
0,072
0,094
0,095
0,076
0,091
0,086
0,094
0,088
0,090
0,093
0,075
0,066
0,047
0,046
0,046
0,046
0,047
0,046
0,046
0,059
0,090
0,091
0,092
0,085
0,073
0,096
0,090
